# IVD_Sequences
#
# History:
#
# 2014-05-16 Combined registration of the Moji_Joho collection and of
#            sequences in that collection.
#
# 2012-07-02 File restored due to corruption on the server.
#
# 2012-03-02 Registration of additional sequences in the Adobe-Japan1
#            collection. Registration of additional sequences in the
#            Hanyo-Denshi collection.
#
# 2010-11-14 Combined registration of the Hanyo-Denshi collection and of
#            sequences in that collection.
#
# 2007-12-14 Combined registration of the Adobe-Japan1 collection and of
#            sequences in that collection.
#
# This file is part of the Unicode Ideographic Variation Database (IVD).
# For more details on the IVD, see UTS #37:
# http://www.unicode.org/reports/tr37/
#
# Copyright 2006-2014 Unicode, Inc.
# For terms of use, see: http://www.unicode.org/terms_of_use.html
#
3402 E0100; Adobe-Japan1; CID+13698
78F9 E0101; Hanyo-Denshi; JD8255
78F9 E0101; Moji_Joho; MJ018675
78F9 E0102; Hanyo-Denshi; IP78F9
78F9 E0102; Moji_Joho; MJ018674
78FA E0100; Adobe-Japan1; CID+18227
78FB E0100; Adobe-Japan1; CID+14902
78FD E0100; Adobe-Japan1; CID+5878
78FE E0100; Adobe-Japan1; CID+18228
78FF E0100; Adobe-Japan1; CID+22097
7900 E0100; Adobe-Japan1; CID+17011
7901 E0100; Adobe-Japan1; CID+2484
7906 E0100; Adobe-Japan1; CID+22098
7907 E0100; Adobe-Japan1; CID+5880
7907 E0101; Hanyo-Denshi; JA6705
7907 E0101; Moji_Joho; MJ018685
7907 E0102; Hanyo-Denshi; FT2363
7907 E0102; Moji_Joho; MJ018686
790C E0100; Adobe-Japan1; CID+19611
790E E0100; Adobe-Japan1; CID+2757
7910 E0100; Adobe-Japan1; CID+18230
7911 E0100; Adobe-Japan1; CID+5882
7912 E0100; Adobe-Japan1; CID+5881
7919 E0100; Adobe-Japan1; CID+5883
791A E0100; Adobe-Japan1; CID+22099
791A E0101; Hanyo-Denshi; JB4831
791A E0101; Moji_Joho; MJ018704
791A E0102; Hanyo-Denshi; KS274010
791A E0102; Moji_Joho; MJ018705
791B E0100; Adobe-Japan1; CID+18231
791C E0100; Adobe-Japan1; CID+17012
791E E0100; Adobe-Japan1; CID+22100
791E E0101; Hanyo-Denshi; JB4833
791E E0101; Moji_Joho; MJ018709
791E E0102; Hanyo-Denshi; KS274070
791E E0102; Moji_Joho; MJ018710
791F E0100; Adobe-Japan1; CID+19612
7920 E0100; Adobe-Japan1; CID+22101
7920 E0101; Hanyo-Denshi; JB4835
7920 E0101; Moji_Joho; MJ018712
7920 E0102; Hanyo-Denshi; KS274110
7920 E0102; Moji_Joho; MJ018713
7925 E0100; Adobe-Japan1; CID+18232
7926 E0100; Adobe-Japan1; CID+5853
7926 E0101; Hanyo-Denshi; JA6672
7926 E0101; Moji_Joho; MJ018717
7926 E0102; Hanyo-Denshi; FT2359
7926 E0102; Moji_Joho; MJ018718
7926 E0103; Hanyo-Denshi; TK01064280
7927 E0100; Adobe-Japan1; CID+19613
7928 E0100; Adobe-Japan1; CID+19614
7929 E0100; Adobe-Japan1; CID+22102
792A E0100; Adobe-Japan1; CID+5855
792A E0101; Adobe-Japan1; CID+13569
792A E0102; Hanyo-Denshi; JA6674
792A E0102; Moji_Joho; MJ018723
792A E0103; Hanyo-Denshi; KS274310
792A E0103; Moji_Joho; MJ018724
792B E0100; Adobe-Japan1; CID+5885
792C E0100; Adobe-Japan1; CID+5884
792D E0100; Adobe-Japan1; CID+22103
792E E0100; Adobe-Japan1; CID+17013
792E E0101; Moji_Joho; MJ018728
792E E0102; Moji_Joho; MJ018729
7930 E0100; Adobe-Japan1; CID+8578
7931 E0100; Adobe-Japan1; CID+14903
7931 E0101; Hanyo-Denshi; JB4840
7931 E0101; Moji_Joho; MJ018732
7931 E0102; Hanyo-Denshi; KS274560
7931 E0102; Moji_Joho; MJ018733
7932 E0100; Hanyo-Denshi; IP7932
7932 E0100; Moji_Joho; MJ018734
7932 E0101; Hanyo-Denshi; KS274540
7932 E0101; Moji_Joho; MJ018735
7934 E0100; Adobe-Japan1; CID+17014
7934 E0101; Adobe-Japan1; CID+14904
7934 E0102; Hanyo-Denshi; JB4841
7934 E0102; Moji_Joho; MJ018738
7934 E0103; Hanyo-Denshi; KS274620
7934 E0103; Moji_Joho; MJ018739
7934 E0104; Hanyo-Denshi; JC8918
7934 E0104; Moji_Joho; MJ018737
7934 E0105; Hanyo-Denshi; JTB696S
7934 E0105; Moji_Joho; MJ018740
7935 E0100; Adobe-Japan1; CID+22104
7936 E0100; Hanyo-Denshi; IP7936
7936 E0100; Moji_Joho; MJ018742
7936 E0101; Hanyo-Denshi; KS274700
7936 E0101; Moji_Joho; MJ018743
793A E0100; Adobe-Japan1; CID+19130
793A E0101; Adobe-Japan1; CID+2260
793A E0102; Hanyo-Denshi; JA2808
793A E0103; Hanyo-Denshi; TK01064350
793B E0100; Adobe-Japan1; CID+14905
793C E0100; Adobe-Japan1; CID+4017
793C E0101; Adobe-Japan1; CID+8579
793C E0102; Hanyo-Denshi; JA4673
793C E0103; Hanyo-Denshi; IB2536
793D E0100; Adobe-Japan1; CID+14906
793D E0101; Hanyo-Denshi; JB4844
793D E0101; Moji_Joho; MJ018752
793D E0102; Hanyo-Denshi; IB0765
793D E0102; Moji_Joho; MJ018751
793E E0100; Adobe-Japan1; CID+2302
793E E0101; Adobe-Japan1; CID+13348
793E E0102; Hanyo-Denshi; JA2850
793E E0102; Moji_Joho; MJ018753
793E E0103; Hanyo-Denshi; JC8919
793E E0104; Hanyo-Denshi; KS275210
793E E0104; Moji_Joho; MJ058201
793F E0100; Adobe-Japan1; CID+19615
793F E0101; Hanyo-Denshi; JB4845
793F E0101; Moji_Joho; MJ018755
793F E0102; Hanyo-Denshi; JTB69E
793F E0102; Moji_Joho; MJ018754
793F E0103; Hanyo-Denshi; TK01064480
793F E0104; Hanyo-Denshi; TK01064580
7940 E0100; Adobe-Japan1; CID+5886
7940 E0101; Adobe-Japan1; CID+14167
7940 E0102; Hanyo-Denshi; JA6711
7940 E0102; Moji_Joho; MJ018759
7940 E0103; Hanyo-Denshi; IB2541
7940 E0103; Moji_Joho; MJ018760
7940 E0104; Hanyo-Denshi; IB2539
7940 E0104; Moji_Joho; MJ018761
7940 E0105; Hanyo-Denshi; FT2365
7940 E0105; Moji_Joho; MJ018758
7940 E0106; Hanyo-Denshi; TK01064400
7941 E0100; Adobe-Japan1; CID+1805
7941 E0101; Adobe-Japan1; CID+7668
7941 E0102; Hanyo-Denshi; JA2323
7941 E0102; Moji_Joho; MJ018762
7941 E0103; Hanyo-Denshi; FT1784
7941 E0103; Moji_Joho; MJ018763
7942 E0100; Adobe-Japan1; CID+19616
7944 E0100; Adobe-Japan1; CID+22105
7944 E0101; Hanyo-Denshi; JB4846
7944 E0102; Hanyo-Denshi; TK01064490
7945 E0100; Adobe-Japan1; CID+14907
7945 E0101; Hanyo-Denshi; JB4847
7945 E0101; Moji_Joho; MJ018767
7945 E0102; Hanyo-Denshi; IB0768S
7945 E0102; Moji_Joho; MJ018766
7946 E0100; Adobe-Japan1; CID+17015
7946 E0101; Hanyo-Denshi; JB4848
7946 E0101; Moji_Joho; MJ018769
7946 E0102; Hanyo-Denshi; IB0769
7946 E0102; Moji_Joho; MJ018768
7947 E0100; Adobe-Japan1; CID+1626
7947 E0101; Adobe-Japan1; CID+7659
7947 E0102; Hanyo-Denshi; JA2132
7947 E0102; Moji_Joho; MJ018770
7947 E0103; Hanyo-Denshi; FT1776
7947 E0103; Moji_Joho; MJ018771
7947 E0104; Hanyo-Denshi; TK01064730
7948 E0100; Adobe-Japan1; CID+13335
7948 E0101; Adobe-Japan1; CID+1601
7948 E0102; Hanyo-Denshi; JA2107
7948 E0103; Hanyo-Denshi; JC8923
7949 E0100; Adobe-Japan1; CID+2225
7949 E0101; Adobe-Japan1; CID+13345
7949 E0102; Hanyo-Denshi; JA2767
7949 E0103; Hanyo-Denshi; JC8920
794A E0100; Adobe-Japan1; CID+18233
794A E0101; Hanyo-Denshi; JB4849
794A E0101; Moji_Joho; MJ018775
794A E0102; Hanyo-Denshi; IB0771S
794A E0102; Moji_Joho; MJ018774
794B E0100; Adobe-Japan1; CID+22106
794B E0101; Hanyo-Denshi; JB4850
794B E0101; Moji_Joho; MJ018777
794B E0102; Hanyo-Denshi; IB0772
794B E0102; Moji_Joho; MJ018776
794C E0100; Hanyo-Denshi; IB0773
794C E0100; Moji_Joho; MJ018778
794C E0101; Hanyo-Denshi; IP794C
794C E0101; Moji_Joho; MJ018779
794F E0100; Adobe-Japan1; CID+22107
794F E0101; Hanyo-Denshi; JB4851
794F E0101; Moji_Joho; MJ018781
794F E0102; Hanyo-Denshi; JTB6B4
794F E0102; Moji_Joho; MJ018780
7950 E0100; Adobe-Japan1; CID+13391
7950 E0101; Adobe-Japan1; CID+3870
7950 E0102; Hanyo-Denshi; JA4520
7950 E0103; Hanyo-Denshi; JC8924
7950 E0104; Hanyo-Denshi; TK01064920
7951 E0100; Adobe-Japan1; CID+22108
7951 E0101; Hanyo-Denshi; JB4852
7951 E0102; Hanyo-Denshi; TK01064800
7953 E0100; Adobe-Japan1; CID+5892
7953 E0101; Adobe-Japan1; CID+14168
7953 E0102; Adobe-Japan1; CID+14169
7953 E0103; Hanyo-Denshi; JA6717
7953 E0103; Moji_Joho; MJ018787
7953 E0104; Hanyo-Denshi; FT2370
7953 E0104; Moji_Joho; MJ018786
7953 E0105; Hanyo-Denshi; JTB6AC
7953 E0106; Hanyo-Denshi; KS275490
7953 E0106; Moji_Joho; MJ018785
7953 E0107; Hanyo-Denshi; TK01064870
7954 E0100; Adobe-Japan1; CID+19617
7954 E0101; Hanyo-Denshi; JB4853
7954 E0101; Moji_Joho; MJ018791
7954 E0102; Hanyo-Denshi; IB0776
7954 E0102; Moji_Joho; MJ018790
7955 E0100; Adobe-Japan1; CID+5891
7955 E0101; Hanyo-Denshi; JA6716
7955 E0101; Moji_Joho; MJ018792
7955 E0102; Hanyo-Denshi; FT2369
7955 E0102; Moji_Joho; MJ018793
7956 E0100; Adobe-Japan1; CID+2758
7956 E0101; Adobe-Japan1; CID+13359
7956 E0102; Hanyo-Denshi; JA3336
7956 E0103; Hanyo-Denshi; JC8925
7957 E0100; Adobe-Japan1; CID+5888
7957 E0101; Hanyo-Denshi; JA6713
7957 E0101; Moji_Joho; MJ018796
7957 E0102; Hanyo-Denshi; FT2367
7957 E0102; Moji_Joho; MJ018795
7957 E0103; Hanyo-Denshi; TK01064880
7957 E0104; Hanyo-Denshi; TK01064960
7958 E0100; Adobe-Japan1; CID+18234
7958 E0101; Hanyo-Denshi; JB4854
7958 E0101; Moji_Joho; MJ018798
7958 E0102; Hanyo-Denshi; JTB6B7
7958 E0102; Moji_Joho; MJ018797
7958 E0103; Hanyo-Denshi; JTB6C9
7958 E0103; Moji_Joho; MJ018799
7958 E0104; Hanyo-Denshi; JTC0EE
7958 E0104; Moji_Joho; MJ018800
7959 E0100; Hanyo-Denshi; IB0778
7959 E0100; Moji_Joho; MJ018801
7959 E0101; Hanyo-Denshi; IP7959
7959 E0101; Moji_Joho; MJ018802
795A E0100; Adobe-Japan1; CID+5890
795A E0101; Hanyo-Denshi; JA6715
795A E0101; Moji_Joho; MJ018804
795A E0102; Hanyo-Denshi; FT2368
795A E0102; Moji_Joho; MJ018803
795A E0103; Hanyo-Denshi; TK01064570
795B E0100; Adobe-Japan1; CID+14908
795B E0101; Hanyo-Denshi; JB4855
795B E0101; Moji_Joho; MJ018807
795B E0102; Hanyo-Denshi; IB0780
795B E0102; Moji_Joho; MJ018806
795C E0100; Adobe-Japan1; CID+14909
795C E0101; Hanyo-Denshi; JB4856
795C E0101; Moji_Joho; MJ018809
795C E0102; Hanyo-Denshi; IB0781
795C E0102; Moji_Joho; MJ018808
795D E0100; Adobe-Japan1; CID+13351
795D E0101; Adobe-Japan1; CID+2389
795D E0102; Hanyo-Denshi; JA2943
795D E0103; Hanyo-Denshi; JC8927
795E E0100; Adobe-Japan1; CID+8580
795E E0101; Adobe-Japan1; CID+2566
795E E0102; Hanyo-Denshi; JA3132
795E E0103; Hanyo-Denshi; JC8928
795F E0100; Adobe-Japan1; CID+5889
7960 E0100; Adobe-Japan1; CID+5887
7960 E0101; Hanyo-Denshi; JA6712
7960 E0101; Moji_Joho; MJ018814
7960 E0102; Hanyo-Denshi; FT2366
7960 E0102; Moji_Joho; MJ018813
7961 E0100; Moji_Joho; MJ018815
7961 E0101; Moji_Joho; MJ018816
7962 E0100; Adobe-Japan1; CID+3296
7962 E0101; Adobe-Japan1; CID+7977
7962 E0102; Hanyo-Denshi; JA3910
7962 E0102; Moji_Joho; MJ018817
7962 E0103; Hanyo-Denshi; JTB6CA
7962 E0103; Moji_Joho; MJ018821
7962 E0104; Hanyo-Denshi; JTB6C7
7962 E0104; Moji_Joho; MJ018819
7962 E0105; Hanyo-Denshi; KS276050
7962 E0105; Moji_Joho; MJ018820
7962 E0106; Hanyo-Denshi; FT2919
7962 E0106; Moji_Joho; MJ018818
7962 E0107; Hanyo-Denshi; TK01064500
7963 E0100; Hanyo-Denshi; IB0784
7963 E0100; Moji_Joho; MJ018822
7963 E0101; Hanyo-Denshi; IP7963
7963 E0101; Moji_Joho; MJ018823
7965 E0100; Adobe-Japan1; CID+8581
7965 E0101; Adobe-Japan1; CID+2485
7965 E0102; Hanyo-Denshi; JA3045
7965 E0103; Hanyo-Denshi; JC8929
7965 E0104; Hanyo-Denshi; TK01064810
7966 E0100; Hanyo-Denshi; KS276140
7966 E0101; Hanyo-Denshi; TK01065340
7967 E0100; Adobe-Japan1; CID+18236
7967 E0101; Hanyo-Denshi; JB4857
7967 E0101; Moji_Joho; MJ018829
7967 E0102; Hanyo-Denshi; JTB6D0
7967 E0102; Moji_Joho; MJ018828
7968 E0100; Adobe-Japan1; CID+3502
7969 E0100; Adobe-Japan1; CID+22109
796B E0100; Adobe-Japan1; CID+19618
796B E0101; Hanyo-Denshi; JB4859
796B E0101; Moji_Joho; MJ018834
796B E0102; Hanyo-Denshi; IB0787
796B E0102; Moji_Joho; MJ018833
796C E0100; Hanyo-Denshi; IB0788
796C E0100; Moji_Joho; MJ018835
796C E0101; Hanyo-Denshi; IP796C
796C E0101; Moji_Joho; MJ018836
796D E0100; Adobe-Japan1; CID+2119
796E E0100; Hanyo-Denshi; IP796E
796E E0100; Moji_Joho; MJ018838
796E E0101; Hanyo-Denshi; JTB6DB
796E E0101; Moji_Joho; MJ018839
796E E0102; Hanyo-Denshi; TK01065190
7970 E0100; Hanyo-Denshi; IP7970
7970 E0101; Hanyo-Denshi; TK01065140
7970 E0102; Hanyo-Denshi; TK01065200
7970 E0103; Hanyo-Denshi; TK01065240
7971 E0100; Hanyo-Denshi; IP7971
7971 E0100; Moji_Joho; MJ018845
7971 E0101; Hanyo-Denshi; JT7971
7971 E0101; Moji_Joho; MJ018846
7971 E0102; Hanyo-Denshi; JTB6E5
7971 E0102; Moji_Joho; MJ018847
7972 E0100; Adobe-Japan1; CID+18237
7972 E0101; Hanyo-Denshi; JB4860
7972 E0101; Moji_Joho; MJ018849
7972 E0102; Hanyo-Denshi; IB0789
7972 E0102; Moji_Joho; MJ018848
7973 E0100; Hanyo-Denshi; IB0791
7973 E0100; Moji_Joho; MJ018850
7973 E0101; Hanyo-Denshi; IP7973
7973 E0101; Moji_Joho; MJ018851
7974 E0100; Hanyo-Denshi; IP7974
7974 E0100; Moji_Joho; MJ018853
7974 E0101; Hanyo-Denshi; JTB6E1
7974 E0101; Moji_Joho; MJ018852
7977 E0100; Adobe-Japan1; CID+3186
7979 E0100; Adobe-Japan1; CID+17016
797A E0100; Adobe-Japan1; CID+5893
797A E0101; Hanyo-Denshi; JA6718
797A E0101; Moji_Joho; MJ018858
797A E0102; Hanyo-Denshi; FT2371
797A E0102; Moji_Joho; MJ018857
797B E0100; Adobe-Japan1; CID+22110
797B E0101; Hanyo-Denshi; JB4862
797B E0101; Moji_Joho; MJ018860
797B E0102; Hanyo-Denshi; IB0794
797B E0102; Moji_Joho; MJ018859
797C E0100; Adobe-Japan1; CID+19619
797C E0101; Hanyo-Denshi; JB4863
797C E0101; Moji_Joho; MJ018862
797C E0102; Hanyo-Denshi; IB0802
797C E0102; Moji_Joho; MJ018861
797E E0100; Adobe-Japan1; CID+22111
797E E0101; Hanyo-Denshi; JB4864
797E E0101; Moji_Joho; MJ018865
797E E0102; Hanyo-Denshi; KS276790
797E E0102; Moji_Joho; MJ018864
797E E0103; Hanyo-Denshi; TK01065480
797F E0100; Adobe-Japan1; CID+5894
797F E0101; Hanyo-Denshi; JA6719
797F E0101; Moji_Joho; MJ018867
797F E0102; Hanyo-Denshi; FT2372
797F E0102; Moji_Joho; MJ018868
7980 E0100; Adobe-Japan1; CID+5916
7980 E0101; Hanyo-Denshi; JA6741
7980 E0101; Moji_Joho; MJ018869
7980 E0102; Hanyo-Denshi; KS277470
7980 E0102; Moji_Joho; MJ018870
7981 E0100; Adobe-Japan1; CID+1744
7982 E0100; Hanyo-Denshi; IB0803
7982 E0100; Moji_Joho; MJ018872
7982 E0101; Hanyo-Denshi; IP7982
7982 E0101; Moji_Joho; MJ018873
7982 E0102; Hanyo-Denshi; TK01065610
7983 E0100; Hanyo-Denshi; IP7983
7983 E0101; Hanyo-Denshi; TK01065270
7984 E0100; Adobe-Japan1; CID+4067
7984 E0101; Hanyo-Denshi; JA4729
7984 E0101; Moji_Joho; MJ018878
7984 E0102; Hanyo-Denshi; KS276570
7984 E0102; Moji_Joho; MJ018877
7984 E0103; Hanyo-Denshi; JTB6F7
7984 E0103; Moji_Joho; MJ018879
7985 E0100; Adobe-Japan1; CID+2743
7985 E0101; Hanyo-Denshi; JA3321
7985 E0101; Moji_Joho; MJ018881
7985 E0102; Hanyo-Denshi; KS276600
7985 E0102; Moji_Joho; MJ018880
7988 E0100; Hanyo-Denshi; IP7988
7988 E0101; Hanyo-Denshi; TK01065700
798A E0100; Adobe-Japan1; CID+5895
798A E0101; Hanyo-Denshi; JA6720
798A E0101; Moji_Joho; MJ018887
798A E0102; Hanyo-Denshi; KS277400
798A E0102; Moji_Joho; MJ018888
798A E0103; Hanyo-Denshi; KS277120
798A E0103; Moji_Joho; MJ018886
798A E0104; Hanyo-Denshi; IB0804
798A E0104; Moji_Joho; MJ018885
798A E0105; Hanyo-Denshi; FT2373
798A E0105; Moji_Joho; MJ018889
798A E0106; Hanyo-Denshi; TK01065810
798B E0100; Adobe-Japan1; CID+14910
798B E0101; Hanyo-Denshi; JB4865
798B E0101; Moji_Joho; MJ018891
798B E0102; Hanyo-Denshi; IB0811
798B E0102; Moji_Joho; MJ018890
798C E0100; Adobe-Japan1; CID+22112
798C E0101; Hanyo-Denshi; JB4866
798C E0102; Hanyo-Denshi; TK01065690
798D E0100; Adobe-Japan1; CID+13325
798D E0101; Adobe-Japan1; CID+1362
798D E0102; Hanyo-Denshi; JA1850
798D E0102; Moji_Joho; MJ018894
798D E0103; Hanyo-Denshi; JC8931
798D E0104; Hanyo-Denshi; KS276980
798D E0104; Moji_Joho; MJ058212
798E E0100; Adobe-Japan1; CID+3091
798E E0101; Adobe-Japan1; CID+13371
798E E0102; Hanyo-Denshi; JA3687
798E E0103; Hanyo-Denshi; JC8932
798F E0100; Adobe-Japan1; CID+3569
798F E0101; Adobe-Japan1; CID+8583
798F E0102; Hanyo-Denshi; JA4201
798F E0102; Moji_Joho; MJ018896
798F E0103; Hanyo-Denshi; JC8933
798F E0104; Hanyo-Denshi; KS277650
798F E0104; Moji_Joho; MJ018897
798F E0105; Hanyo-Denshi; TK01065860
7991 E0100; Adobe-Japan1; CID+22113
7991 E0101; Hanyo-Denshi; JB4867
7991 E0101; Moji_Joho; MJ018901
7991 E0102; Hanyo-Denshi; KS277460
7991 E0102; Moji_Joho; MJ018900
7992 E0100; Hanyo-Denshi; IP7992
7992 E0100; Moji_Joho; MJ018902
7992 E0101; Hanyo-Denshi; JTB702
7992 E0101; Moji_Joho; MJ018903
7992 E0102; Hanyo-Denshi; TK01065880
7993 E0100; Adobe-Japan1; CID+22114
7993 E0101; Hanyo-Denshi; JB4868
7993 E0101; Moji_Joho; MJ018906
7993 E0102; Hanyo-Denshi; IB0805
7993 E0102; Moji_Joho; MJ018905
7994 E0100; Adobe-Japan1; CID+8582
7994 E0101; Hanyo-Denshi; JB4869
7994 E0101; Moji_Joho; MJ018908
7994 E0102; Hanyo-Denshi; IB0806
7994 E0102; Moji_Joho; MJ018907
7995 E0100; Adobe-Japan1; CID+18238
7995 E0101; Hanyo-Denshi; JB4870
7995 E0101; Moji_Joho; MJ018912
7995 E0102; Hanyo-Denshi; KS277260
7995 E0102; Moji_Joho; MJ018910
7995 E0103; Hanyo-Denshi; IB0807S
7995 E0103; Moji_Joho; MJ018913
7995 E0104; Hanyo-Denshi; TK01066020
7995 E0105; Hanyo-Denshi; TK01066060
7995 E0106; Hanyo-Denshi; TK01066160
7995 E0107; Moji_Joho; MJ018909
7995 E0108; Moji_Joho; MJ018911
7996 E0100; Adobe-Japan1; CID+14911
7996 E0101; Hanyo-Denshi; JB4871
7996 E0101; Moji_Joho; MJ018915
7996 E0102; Hanyo-Denshi; IB0808S
7996 E0102; Moji_Joho; MJ018914
7997 E0100; Hanyo-Denshi; IB0809
7997 E0100; Moji_Joho; MJ018916
7997 E0101; Hanyo-Denshi; IP7997
7997 E0101; Moji_Joho; MJ018917
7998 E0100; Adobe-Japan1; CID+14912
7998 E0101; Hanyo-Denshi; JB4872
7998 E0101; Moji_Joho; MJ018919
7998 E0102; Hanyo-Denshi; IB0810
7998 E0102; Moji_Joho; MJ018918
7998 E0103; Hanyo-Denshi; KS277480
7998 E0103; Moji_Joho; MJ018920
799A E0100; Hanyo-Denshi; IP799A
799A E0100; Moji_Joho; MJ018922
799A E0101; Hanyo-Denshi; JTB705
799A E0101; Moji_Joho; MJ018921
799B E0100; Adobe-Japan1; CID+8584
799B E0101; Hanyo-Denshi; JB4873
799B E0102; Hanyo-Denshi; TK01065710
799B E0103; Hanyo-Denshi; TK01065760
799C E0100; Adobe-Japan1; CID+22115
799D E0100; Adobe-Japan1; CID+5896
799D E0101; Hanyo-Denshi; JA6721
799D E0101; Moji_Joho; MJ018928
799D E0102; Hanyo-Denshi; KS277420S
799D E0102; Moji_Joho; MJ018927
799D E0103; Hanyo-Denshi; FT2374S
799D E0103; Moji_Joho; MJ018929
799D E0104; Hanyo-Denshi; IB0337
799D E0104; Moji_Joho; MJ018930
799E E0100; Hanyo-Denshi; IP799E
799E E0101; Hanyo-Denshi; TK01065910
799F E0100; Hanyo-Denshi; IP799F
799F E0101; Hanyo-Denshi; TK01065920
79A0 E0100; Hanyo-Denshi; IP79A0
79A0 E0100; Moji_Joho; MJ018936
79A0 E0101; Hanyo-Denshi; KS277440
79A0 E0101; Moji_Joho; MJ018935
79A1 E0100; Adobe-Japan1; CID+18239
79A1 E0101; Hanyo-Denshi; JB4875
79A1 E0101; Moji_Joho; MJ018938
79A1 E0102; Hanyo-Denshi; IB0816
79A1 E0102; Moji_Joho; MJ018937
79A5 E0100; Hanyo-Denshi; IP79A5
79A5 E0101; Hanyo-Denshi; TK01066080
79A6 E0100; Adobe-Japan1; CID+1684
79A7 E0100; Adobe-Japan1; CID+5897
79A7 E0101; Adobe-Japan1; CID+20183
79A7 E0102; Hanyo-Denshi; JA6722
79A7 E0102; Moji_Joho; MJ018945
79A7 E0103; Hanyo-Denshi; FT2375
79A7 E0103; Moji_Joho; MJ018944
79A7 E0104; Hanyo-Denshi; TK01066110
79A7 E0105; Hanyo-Denshi; TK01066220
79A8 E0100; Adobe-Japan1; CID+22116
79A8 E0101; Hanyo-Denshi; JB4876
79A8 E0101; Moji_Joho; MJ018949
79A8 E0102; Hanyo-Denshi; IB0822
79A8 E0102; Moji_Joho; MJ018948
79A8 E0103; Moji_Joho; MJ018950
79A9 E0100; Adobe-Japan1; CID+18240
79A9 E0101; Hanyo-Denshi; JB4877
79A9 E0101; Moji_Joho; MJ018952
79A9 E0102; Hanyo-Denshi; JTB710
79A9 E0102; Moji_Joho; MJ018951
79A9 E0103; Hanyo-Denshi; JTC0F1
79A9 E0103; Moji_Joho; MJ018953
79AA E0100; Adobe-Japan1; CID+5899
79AA E0101; Hanyo-Denshi; JA6724
79AA E0101; Moji_Joho; MJ018954
79AA E0102; Hanyo-Denshi; FT2376
79AA E0102; Moji_Joho; MJ018955
79AA E0103; Hanyo-Denshi; JTB70C
79AA E0103; Moji_Joho; MJ059973
79AA E0104; Hanyo-Denshi; KS277750
79AA E0104; Moji_Joho; MJ058215
79AB E0100; Adobe-Japan1; CID+19620
79AB E0101; Hanyo-Denshi; JB4878
79AB E0101; Moji_Joho; MJ018957
79AB E0102; Hanyo-Denshi; JTB717
79AB E0102; Moji_Joho; MJ018956
79AB E0103; Hanyo-Denshi; KS278230
79AB E0103; Moji_Joho; MJ018958
79AC E0100; Hanyo-Denshi; IB0823
79AC E0100; Moji_Joho; MJ018959
79AC E0101; Hanyo-Denshi; IP79AC
79AC E0101; Moji_Joho; MJ018960
79AD E0100; Hanyo-Denshi; IB0825
79AD E0100; Moji_Joho; MJ018961
79AD E0101; Hanyo-Denshi; IP79AD
79AD E0101; Moji_Joho; MJ018962
79AD E0102; Moji_Joho; MJ018963
79AE E0100; Adobe-Japan1; CID+5900
79AE E0101; Adobe-Japan1; CID+14171
79AE E0102; Hanyo-Denshi; JA6725
79AE E0102; Moji_Joho; MJ018965
79AE E0103; Hanyo-Denshi; FT2377
79AE E0103; Moji_Joho; MJ018964
79AF E0100; Adobe-Japan1; CID+22117
79AF E0101; Hanyo-Denshi; JB4879
79AF E0102; Hanyo-Denshi; TK01066280
79B0 E0100; Adobe-Japan1; CID+3295
79B0 E0101; Adobe-Japan1; CID+7769
79B0 E0102; Hanyo-Denshi; JA3909
79B0 E0102; Moji_Joho; MJ018968
79B0 E0103; Hanyo-Denshi; FT1890
79B0 E0103; Moji_Joho; MJ018969
79B0 E0104; Hanyo-Denshi; JTB72C
79B0 E0104; Moji_Joho; MJ018970
79B0 E0105; Hanyo-Denshi; JTB72E
79B1 E0100; Adobe-Japan1; CID+7758
79B1 E0101; Adobe-Japan1; CID+20184
79B1 E0102; Hanyo-Denshi; JB4880
79B1 E0102; Moji_Joho; MJ018972
79B1 E0103; Hanyo-Denshi; IB0827
79B1 E0103; Moji_Joho; MJ018971
79B1 E0104; Hanyo-Denshi; TK01066210
79B3 E0100; Adobe-Japan1; CID+5901
79B3 E0101; Hanyo-Denshi; JA6726
79B3 E0101; Moji_Joho; MJ018975
79B3 E0102; Hanyo-Denshi; IB0830
79B3 E0102; Moji_Joho; MJ018974
79B4 E0100; Adobe-Japan1; CID+18241
79B4 E0101; Hanyo-Denshi; JB4881
79B4 E0101; Moji_Joho; MJ018977
79B4 E0102; Hanyo-Denshi; IB0831
79B4 E0102; Moji_Joho; MJ018976
79B8 E0100; Adobe-Japan1; CID+14913
79B8 E0101; Hanyo-Denshi; JB4882
79B8 E0101; Moji_Joho; MJ018981
79B8 E0102; Hanyo-Denshi; KS278790
79B8 E0102; Moji_Joho; MJ018982
79B9 E0100; Adobe-Japan1; CID+5902
79BA E0100; Adobe-Japan1; CID+5903
79BA E0101; Adobe-Japan1; CID+13571
79BB E0100; Adobe-Japan1; CID+14914
79BB E0101; Hanyo-Denshi; JB4883
79BB E0101; Moji_Joho; MJ018985
79BB E0102; Hanyo-Denshi; KS278860
79BB E0102; Moji_Joho; MJ018986
79BD E0100; Adobe-Japan1; CID+1745
79BD E0101; Hanyo-Denshi; JA2257
79BD E0101; Moji_Joho; MJ018988
79BD E0102; Hanyo-Denshi; KS278920
79BD E0102; Moji_Joho; MJ018989
79BE E0100; Adobe-Japan1; CID+1363
